product,day,horizon,n,sum,mean,std,tstat
VEV_5000,0,1000,38,-313.0,-8.236842105263158,59.916799423747555,-0.8474301915700169
VEV_5000,0,5000,38,-467.5,-12.302631578947368,42.535672254325824,-1.7829391275441473
VEV_5000,1,10,55,165.5,3.0090909090909093,11.536696749972517,1.9343505278134727
VEV_5000,1,50,55,-79.0,-1.4363636363636363,28.440536778186956,-0.3745484098981305
VEV_5000,1,100,55,-164.0,-2.981818181818182,32.381106112328084,-0.6829215596305781
VEV_5000,1,500,55,162.0,2.9454545454545453,57.78743750923982,0.37800734009561027
VEV_5000,1,1000,55,143.5,2.609090909090909,72.02339840187612,0.2686562489696545
VEV_5000,1,5000,55,579.0,10.527272727272727,79.72312417940995,0.9792935848518484
VEV_5000,2,10,37,-1.0,-0.02702702702702703,10.480964692773343,-0.015685482407808406
VEV_5000,2,50,37,115.0,3.108108108108108,24.849040205276495,0.7608295283816061
VEV_5000,2,100,37,30.0,0.8108108108108109,30.30282997919487,0.16275607336169196
VEV_5000,2,500,37,-147.0,-3.972972972972973,61.63985920257105,-0.39206207552270833
VEV_5000,2,1000,37,330.5,8.932432432432432,77.93813920496127,0.6971409101971717
VEV_5000,2,5000,37,617.0,16.675675675675677,141.37807354253175,0.7174675154764384
VEV_5100,0,10,55,-352.0,-6.4,14.951558143186647,-3.1744965884402627
VEV_5100,0,50,55,-871.5,-15.845454545454546,36.46403866417541,-3.22271038349889
VEV_5100,0,100,55,-1548.0,-28.145454545454545,63.83484889842144,-3.269879713364238
VEV_5100,0,500,55,-1839.0,-33.43636363636364,92.9688146416193,-2.6672461122567817
VEV_5100,0,1000,55,-4973.5,-90.42727272727272,203.20272945066054,-3.300283441099255
VEV_5100,0,5000,55,-3303.5,-60.06363636363636,98.3295966979264,-4.530109591498586
VEV_5100,1,10,63,-116.5,-1.8492063492063493,14.583268005468621,-1.006469905306615
VEV_5100,1,50,63,-636.0,-10.095238095238095,37.06288704852716,-2.1619597030593543
VEV_5100,1,100,63,-563.5,-8.944444444444445,43.28230613878329,-1.6402621112483906
VEV_5100,1,500,63,-605.5,-9.61111111111111,61.11649326948564,-1.2482036417347453
VEV_5100,1,1000,63,-1023.5,-16.246031746031747,99.13186155982572,-1.3007813769053573
VEV_5100,1,5000,63,2985.0,47.38095238095238,97.37893233438655,3.8619713897949697
VEV_5100,2,10,56,-121.0,-2.1607142857142856,13.057259592319687,-1.2383383374879442
VEV_5100,2,50,56,-353.5,-6.3125,28.52404413385311,-1.6560914113843053
VEV_5100,2,100,56,-1317.5,-23.526785714285715,45.74399059311128,-3.8487753435381897
VEV_5100,2,500,56,-2941.5,-52.526785714285715,62.762265423556364,-6.2629108253184045
VEV_5100,2,1000,56,-2805.5,-50.098214285714285,68.18681138468952,-5.4981410551312635
VEV_5100,2,5000,56,-1882.0,-33.607142857142854,99.08112271038829,-2.5382517048651008
VEV_5200,0,10,37,-296.5,-8.013513513513514,16.669476266714984,-2.924165040108028
VEV_5200,0,50,37,-56.5,-1.527027027027027,22.61545332287791,-0.4107166303563037
VEV_5200,0,100,37,678.5,18.33783783783784,31.91459338610991,3.495100549682459
VEV_5200,0,500,37,-171.0,-4.621621621621622,31.852787523951793,-0.8825672418175969
VEV_5200,0,1000,37,-1629.0,-44.027027027027025,57.559363709312244,-4.6526912922962
VEV_5200,0,5000,37,1038.5,28.06756756756757,41.259587282617375,4.137907321931483
VEV_5200,1,10,66,43.0,0.6515151515151515,12.368388866738519,0.42794046735911107
VEV_5200,1,50,66,-127.0,-1.9242424242424243,21.623892934395514,-0.7229327023493359
VEV_5200,1,100,66,144.5,2.1893939393939394,24.29876620379376,0.7320009706392642
VEV_5200,1,500,66,440.5,6.674242424242424,42.39215304248646,1.279052793616159
VEV_5200,1,1000,66,932.5,14.128787878787879,62.45697371148741,1.8377902180860284
VEV_5200,1,5000,66,-833.5,-12.628787878787879,47.79361490621409,-2.1466624345658
VEV_5200,2,10,49,-341.0,-6.959183673469388,17.050895222979925,-2.8569928486002447
VEV_5200,2,50,49,-792.0,-16.163265306122447,36.6106636293115,-3.0904344780101676
VEV_5200,2,100,49,-1292.0,-26.367346938775512,43.777472483492,-4.216128024317266
VEV_5200,2,500,49,-227.0,-4.63265306122449,57.11139986904613,-0.5678125821277132
VEV_5200,2,1000,49,-333.0,-6.795918367346939,48.79621497191327,-0.9748999712131426
VEV_5200,2,5000,49,2187.5,44.642857142857146,168.933479240094,1.8498405491066956
VEV_5300,0,10,27,-151.5,-5.611111111111111,13.601697424935837,-2.143569856261057
VEV_5300,0,50,27,-91.5,-3.388888888888889,12.661792434498402,-1.3907338397291595
VEV_5300,0,100,27,13.0,0.48148148148148145,24.878028935812793,0.10056468593003667
VEV_5300,0,500,27,-281.0,-10.407407407407407,36.38096700123748,-1.486449637588124
VEV_5300,0,1000,27,-1062.5,-39.351851851851855,44.48341655518938,-4.596729212206572
VEV_5300,0,5000,27,177.5,6.574074074074074,42.04202124147443,0.8125178076203945
VEV_5300,1,10,73,-739.0,-10.123287671232877,20.807793064256394,-4.156779506161024
VEV_5300,1,50,73,-94.0,-1.2876712328767124,35.38776564846306,-0.31089467319658537
VEV_5300,1,100,73,1086.0,14.876712328767123,54.815055227575726,2.318828017727772
VEV_5300,1,500,73,5204.0,71.28767123287672,86.52867597397825,7.039078353537185
VEV_5300,1,1000,73,8463.0,115.93150684931507,87.83559186969293,11.276968796320308
VEV_5300,1,5000,73,3308.5,45.321917808219176,46.42429172400411,8.341121019153357
VEV_5300,2,10,30,-172.5,-5.75,14.962592244215795,-2.1048523238827115
VEV_5300,2,50,30,-369.5,-12.316666666666666,29.759447612854345,-2.2668821862444
VEV_5300,2,100,30,-753.0,-25.1,33.60912574485289,-4.090506934856852
VEV_5300,2,500,30,-417.0,-13.9,52.21707894294101,-1.4580178944213085
VEV_5300,2,1000,30,2138.0,71.26666666666667,113.23660578138542,3.4471503858826864
VEV_5300,2,5000,30,5591.0,186.36666666666667,204.91176691986777,4.981521014373835
VEV_5400,0,10,57,-234.5,-4.114035087719298,6.966723879471895,-4.458377324914126
VEV_5400,0,50,57,342.0,6.0,20.608506164101012,2.198073273769503
VEV_5400,0,100,57,245.0,4.298245614035087,19.054368115751068,1.7030762999308438
VEV_5400,0,500,57,1622.0,28.45614035087719,16.801806685893222,12.786669453608749
VEV_5400,0,1000,57,4105.5,72.02631578947368,53.9899617905578,10.071997481727346
VEV_5400,0,5000,57,3442.0,60.3859649122807,31.112277931775296,14.653508762730887
VEV_5400,1,10,58,-2.0,-0.034482758620689655,9.603726857842613,-0.027344891166390238
VEV_5400,1,50,58,487.0,8.39655172413793,16.93439639351937,3.776115269579758
VEV_5400,1,100,58,1085.0,18.70689655172414,25.001902424642957,5.69826556527862
VEV_5400,1,500,58,2755.5,47.508620689655174,54.77473393278919,6.605506768666864
VEV_5400,1,1000,58,3110.0,53.62068965517241,52.88115419022067,7.722278616022641
VEV_5400,1,5000,58,5545.0,95.60344827586206,45.43190799395798,16.026053105759754
VEV_5400,2,10,26,10.5,0.40384615384615385,6.517755676093914,0.3159399525367021
VEV_5400,2,50,26,205.5,7.903846153846154,13.154422501993265,3.063750291188378
VEV_5400,2,100,26,290.0,11.153846153846153,15.552497468728067,3.6568840023559686
VEV_5400,2,500,26,378.5,14.557692307692308,22.834827871156058,3.2507342542120337
VEV_5400,2,1000,26,130.0,5.0,57.30518838102371,0.44490033604717155
VEV_5400,2,5000,26,632.5,24.326923076923077,91.48202243607255,1.355932588411922
VEV_5500,0,10,20,-172.5,-8.625,7.48477621575956,-5.153416949281101
VEV_5500,0,50,20,192.5,9.625,5.027113983191549,8.562429400008062
VEV_5500,0,100,20,503.0,25.15,15.360745424620513,7.322184969484844
VEV_5500,0,500,20,738.0,36.9,18.79401500478277,8.78055150522595
VEV_5500,0,1000,20,812.0,40.6,18.734059891011345,9.691904521993129
VEV_5500,0,5000,20,1033.0,51.65,23.114984317537402,9.992904122391236
VEV_5500,1,10,14,-8.5,-0.6071428571428571,6.35041779117319,-0.3577277324041895
VEV_5500,1,50,14,33.5,2.392857142857143,8.073719649553844,1.1089376387451075
VEV_5500,1,100,14,106.0,7.571428571428571,15.363287807136139,1.843986261167225
VEV_5500,1,500,14,86.5,6.178571428571429,8.925499471532477,2.59011806556697
VEV_5500,1,1000,14,638.5,45.607142857142854,33.87644491985786,5.037314374775278
VEV_5500,1,5000,14,340.5,24.321428571428573,16.67398223800989,5.4577515780082795
VEV_5500,2,10,17,-78.5,-4.617647058823529,5.809549470647712,-3.2771984577367674
VEV_5500,2,50,17,-120.0,-7.0588235294117645,8.012641396276805,-3.632294715932713
VEV_5500,2,100,17,-38.5,-2.264705882352941,13.094809981168362,-0.7130780498019633
VEV_5500,2,500,17,170.0,10.0,6.590992070287161,6.255667707756811
VEV_5500,2,1000,17,523.0,30.764705882352942,14.936254400007055,8.492499424349806
VEV_5500,2,5000,17,1568.0,92.23529411764706,29.737635911742835,12.78836896065428
